category,date,description_text,likes,num_reviews,review_score,title,user_name,views
Universal Fit,"May 5, 2010","Every Cresyn earphone is artfully designed and precision engineered, reflecting the Cresyn Company...",0,0.0,0,Cresyn C240EG Iphone and Ipod Compatible Stereo Earbud Headphones (Green Accents),,390
Universal Fit,"May 5, 2010","Theres nothing like the smell of napalm in the morning, and when you lock and load the Skullcandy...",0,0.0,0,"Skullcandy Full Metal Jacket Bud 11mm Headphones Silver, 11mm",,580
Universal Fit,"May 5, 2010",Brand new non-OEM Light weight and stylish. Superb sound quality. Headphone jack: 3.5mm Include 2...,0,0.0,0,GTMax 2 White 3.5mm Stereo Headset Handsfree Soft Gel Earbud for SanDisk Sansa Clip+ / Sansa Clip / Sansa Fuze / Sansa View / Sansa e200,,647
Universal Fit,"May 5, 2010",9MM HIGH-SENSITIVITY DRIVER UNITS FOR REALIZING WIDER DYNAMIC RANGE; ANGLED DRIVER UNIT FOR...,0,0.0,0,SONY MDREX75/SLV EX SERIES EARBUDS (SILVER),,429
Universal Fit,"May 5, 2010",The 15.5mm-diameter neodymium drivers in Audio-Technica's ATH-CM7 SV Aluminum Earbud Headphones...,0,0.0,0,"Brushed Aluminum Alloy ""stick-style"" Earphones",,284
Universal Fit,"May 5, 2010",The MM705H MICRO BUDS Deluxe in-ear stereo headphones feature Compact Ear buds and lightweight...,0,0.0,0,Micro Innovations MM705H Deluxe In-Ear Headphone,,239
Universal Fit,"May 5, 2010",,0,0.0,0,Sennheiser MX400 Black In-Ear Headphones,,954
Universal Fit,"May 5, 2010","Otto Isolating Ear Buds, Silver  Your ears get bored. They want to be entertained. Not by voices of...",0,0.0,0,Otto Hi-Fi Isolating Earbuds - Silver (V35-1003S),,318
Universal Fit,"May 5, 2010",The Icon earphones are an elegant culmination of Philips faultless technology and the timeless...,0,0.0,0,Philips SWAROVSKI ACTIVE CRYSTALS ICON SWS2000 - Headphones ( in-ear ear-bud ),,688
Universal Fit,"May 5, 2010",Digital Stereo Neckband Headphones,0,0.0,0,COBY CV-230 BLK  Neckband Digital Stereo HP w/Bonus Earphones & Carrying Case,,714
Universal Fit,"May 5, 2010",You enjoy your iPod and other digital media players. Move up a couple of comfort notches with Eara...,0,0.0,0,Digital Age DAP-010A Eara In Ear Earphones,,426
Universal Fit,"May 5, 2010","Technical Details

 * Impedance:16 ohm(at 1KHz)
 * Frequency response: 20-20,000Hz
 *...",0,2.0,2.5,Yuin OK2 Earphones,,850
Universal Fit,"May 5, 2010","# lightweight construction
# low profile design
# custom molded silicone ear cushions
# adjustable...",0,0.0,0,NIXON WHIP RED IPOD MP3 HEADPHONE,,204
Universal Fit,"May 5, 2010",The Harman Kardon EP 720 earphones gives you excellent sound and blocks out outside sounds.,0,0.0,0,Harman Kardon 720 Noise Isolating Earphones (White),,333
Universal Fit,"May 5, 2010",Revolutionary bass and high-fashion colors combine to form a new fashion attitude. Deep Bass with...,0,0.0,0,HHI Deep Bass Vibe Earphone - Blue,,259
Universal Fit,"May 5, 2010","Brain Acid in-ear buds deliver a bigger, badder listening experience. Their small 9mm driver...",0,0.0,0,Telemax Brain Acid Earbuds (Pink/White),,442
Universal Fit,"May 5, 2010",Panasonic's vision of the digital future is driven by the needs and aspirations of its business...,0,0.0,0,Stereo Earbud Headphones,,225
Universal Fit,"May 5, 2010","Ultimate Ears 5 Pro's are now available in Clear! For the last ten years, Ultimate Ears has been...",0,1.0,3.5,Ultimate Ears Super.fi 5 Pro Earphones (Clear),,2K
Universal Fit,"May 5, 2010","Your 2-Pack SportBuds include TWO ultra-lightweight in-the-ear earbuds
for music on the go. This...",0,0.0,0,The University of Virginia 2-Pack SportBuds,,196
Universal Fit,"May 5, 2010",JVC's popular and colorful Gumy headphones are now more colorful and more comfortable than ever.The...,0,0.0,0,JVC HA F130D Gumy phones - Headphones ( ear-bud ) - Valencia orange,,379
Universal Fit,"May 5, 2010","Ultra-comfortable for active use, these ergonomic ear hook headphones bring fantastic quality music...",0,0.0,0,PHILIPS USA HS-321 3D Flexible Earhooks with Bass Pipe,,333
Universal Fit,"May 5, 2010",The ear-bud headphones for audio enthusiasts - from Denon. The AH-C700 offer a machined aluminum...,0,0.0,0,Denon AH-C700K Reference Audio In-Ear Headphones (Black),,722
Universal Fit,"May 5, 2010","Passive noise reducing ear bud headphones for iPod, white with acrylic finish, 3 sets of custom fit...",0,0.0,0,iRhythms A-9800 Passive Noise Reducing Ear Bud Headphones,,325
Universal Fit,"May 5, 2010",Listening to your MP3 player on the go is even more convenient with these cool headphones. This...,0,0.0,0,Earbud Stereo Headphones w/3.5mm Audio Jack (Black & Silver),,277
Universal Fit,"May 5, 2010",Flexible stereo clip-on earphones for a secure individual fit,0,0.0,0,Sennheiser OMX50 Street Line Flexible Stereo Clip-On Earphones,,424
Universal Fit,"May 5, 2010",The EP3 In-ear dynamic headphones offer high-fidelity sound and excellent isolation for use withM3...,0,0.0,0,Audio Technica EP3 Ear Headphones Designed for use with M3 M2 Wireless In Ear Monitor Systems,,1K
Universal Fit,"May 5, 2010",,0,0.0,0,Jensen JMP-21 Compact Stereo Earbuds,,532
Universal Fit,"May 5, 2010",,0,1.0,4,Skull Candy Smokin' Buds Earphones Black Rubberized,,982
Universal Fit,"May 5, 2010",The KE/29 is lightweight with an in-the-ear design for deep bass and listening to music on the go....,0,0.0,0,Koss KE29-R RUBY NOISE ISOLATING EARBUDS WITH IN-LINE VOLUME CONTROL,,365
Universal Fit,"May 5, 2010",,0,0.0,0,Aiwa HP-ED101 Stereo Earphone,,2K
Universal Fit,"May 5, 2010",High Quality Inner Ear Headphone,0,0.0,0,JVC HAFX55ZA High-Quality Inner Ear Headphones (Blue),,177
Universal Fit,"May 5, 2010",Listening to your iPod on the go is even more convenient with this stereo headset. This headset...,0,0.0,0,Digicom Bud-2 Stereo Earbuds (blue),,383
Universal Fit,"May 5, 2010",JVC HA-F130Z berry blue Gumy earbuds are designed with a soft rubber body for a comfortable and...,0,0.0,0,JVC HAF130Z Gumy Earbud (Berry Blue),,428
Universal Fit,"May 5, 2010",,0,0.0,0,Skull Candy Smokin' Buds Earphones Tokidoki,,404
Universal Fit,"May 5, 2010",The K 324 P has been inspired by technology used in AKG's award- winning professional in-ear...,0,2.0,4.3,Akg K 324 P - Chrome In-Ear Headphones,,4K
Universal Fit,"May 5, 2010",Coby's CVE51GRN Jammerz sound isolating earphones (green) feature an in-ear design that delivers...,0,0.0,0,Coby CVE51GRN Jammerz Sound Isolating Earphones (Green),,378
Universal Fit,"May 5, 2010","Less is more with AIWA's ""shellz"" ear clip-type headphones. Choose from a variety of colors (gray,...",0,0.0,0,Aiwa HP-EC101 Ear Clip Headphones (Black/Carbon Color),,1K
Universal Fit,"May 5, 2010","Listen to tunes in your favorite shade with this set of V-Moda earbuds. Compatible with all iPods,...",0,0.0,0,V-Moda Bass Frequency Jaded Earbuds,,463
Universal Fit,"May 5, 2010","Building on the success of the award-winning ATH-ANC7, Audio-Technica's ATH-ANC3 QuietPoint Active...",0,0.0,0,Audio Technica ATH-ANC3WH In-ear noise cancelling headphones,,406
Universal Fit,"May 5, 2010","Listen, and let the featherweight K 314 P with their elegant white finish put music in your ears...",0,0.0,0,AKG In-Ear Earbud Headphones - White,,392
Universal Fit,"May 5, 2010","The MX 90 VC (volume control) Style, are high quality stereo earphones with ""Twist-to-Fit"" holding...",0,1.0,3.5,Sennheiser MX 90 Style Series In-Ear Headphone with Volume Control,,2K
Universal Fit,"May 5, 2010",Raise your gaming to a whole new level (or get even greater sound from your Nano!).  The Shure E3g...,0,0.0,0,Shure E3g Gaming Edition Sound Isolating Earphones for Portable Gaming Devices,,529
Universal Fit,"May 5, 2010",Ultra small speakers and choice of 3 cap sizes deliver the sound closer to the ear while also...,0,0.0,0,Philips SHE8501-27 Small Headphones,,430
Universal Fit,"May 5, 2010",The HA-F51 are the Stereo Mini Headphones.PRODUCT FEATURES:New Concept Inner-Ear Headphones for...,0,0.0,0,JVC HAF51 Earbud Headphone,,528
Universal Fit,"May 5, 2010","Elecom Ear Drops Noise reducing earphones are the perfect companion for your iPod, mp3 player,...",0,0.0,0,Elecom Ear Drops Series 3 Canal Type Stereo Headphone Ear Buds (Red),,633
Universal Fit,"May 5, 2010",,0,0.0,0,Roland RHIE3 In Ear Headphones,,426
Universal Fit,"May 5, 2010","This digital stereo headset comes pack with a storage case , no more cables around just storage...",0,0.0,0,Sentry Ho228 In-Ear Stereo Headphones,,496
Universal Fit,"May 5, 2010","Sony's MDR-E11LP Ear-Bud Headphones features 13.5mm driver units, Neodymium Magnets for powerful...",0,0.0,0,Sony Mdr-E11Lp/Blu Budstyle Headphones with 16mm Drivers (Blue),,1K
Universal Fit,"May 5, 2010",These Earphones create an exceptional Music listening experience. The highest quality full range...,0,0.0,0,High Performance Earphones,,259
Universal Fit,"May 5, 2010","The CV-M28 is a ""Hands-Free"" Earphone with Microphone for Nokia 5100/6100 series.PRODUCT...",0,0.0,0,Coby CVM28 Hands-Free Earphone w/ Microphone for Nokia 5100/6100 Series,,401
Over-Ear,"May 5, 2010","Cameron Taylor: Based on the award-winning SteelSeries Siberia Full-size Headset, the v2 features...",0,1.0,5,SteelSeries 51103 Siberia V2 USB Headset (Black),,1K
Over-Ear,"May 5, 2010","As seen on ESPN Monday Night Football, Ultrasone HFI-700 headphones combined with your choice of...",0,0.0,0,ULTRASONE HSD-700,,482
Over-Ear,"May 5, 2010",The professional audio industry standard.The MDR-7506 is a large diaphragm foldable headphone...,0,15.0,3.7,Sony MDR7506 Professional Large Diaphragm Headphone,,22K
Over-Ear,"May 5, 2010","The SR60 has gained ""legendary"" status. The SR60 has received rave reviews from around the world...",0,21.0,4.5,Grado SR60i Headphones,,9K
Over-Ear,"May 5, 2010",Audio-Technica's ATH-A700 closed-back dynamic headphones deliver audiophile-quality acoustic...,0,12.0,4.2,Audio Technica ATH-A700 Headphones,,7K
Over-Ear,"May 5, 2010",Forget about noise cancellation with these on your head!!! With the Crusher in-line AA battery...,0,0.0,0,Skullcandy Snoop Dogg Signature Skullcrusher Headphone (Blue),,650
Over-Ear,"May 5, 2010","Skullcandy S6DABZ-BG Double Agent Headphones, premium audio pluse an intergrated SD card slot and...",0,1.0,3,"Skullcandy S6DABZ-BG Double Agent Headphones, (Black/Green)",,952
Over-Ear,"May 5, 2010","Cameron Taylor: Based on the award-winning SteelSeries Siberia Full-size Headset, the v2 features...",0,5.0,4.6,SteelSeries 51100 Siberia V2 Headset (White),,2K
Over-Ear,"May 5, 2010",Pristine audio experience based on Sony MDR-D777LP Altus headphone form factor,0,1.0,1.5,Sony DRBT50 Stereo Bluetooth Headset,,822
Over-Ear,"May 5, 2010","Skullcandy SGHEBZ-80 Paul Frank Julius Hesh Headphone, Multi-Colored",0,0.0,0,Skullcandy SGHEBZ-80 Paul Frank Julius Hesh Headphone (Multi-Colored),,487
Over-Ear,"May 5, 2010",Forget about noise cancellation with these on your head!!! With the Crusher in-line AA battery...,0,2.0,1.8,Skullcandy Snoop Dogg Signature Skullcrusher Headphone (Black),,2K
Universal Fit,"May 5, 2010",How can you make the #1 best-selling earbuds even better.  Listen to your customers.  The JLab...,0,1.0,3,JBuds J2 Premium Hi-FI Noise Isolating Earbuds (Black/Mint Green),,850
Universal Fit,"May 5, 2010",Coby Electronics Corporation is a manufacturer of quality consumer electronics products designed to...,0,0.0,0,Super-Lightweight Earbuds with Winding Carrying Case,,396
Universal Fit,"May 5, 2010",Fashion-conscious style and audio enthusiast sound unite to form the most sophisticated electronics...,0,0.0,0,V-MODA Vibe Earbuds - Gold Edition La Mocha,,671
Universal Fit,"May 5, 2010","Listen to tunes in your favorite shade with this set of V-Moda earbuds. Compatible with all iPods,...",0,0.0,0,V-Moda Bass Frequency Platinum White Earbuds,,359
Over-Ear,"May 5, 2010",The HD 650 has superbly low harmonic distortion and precision sound reproduction across the...,1,90.0,4.5,Sennheiser HD 650 Headphones,,86K
Over-Ear,"May 5, 2010",The HA-X570 features a large 40mm diaphragm and JVC's Super Bass sound system for great sound. It...,0,0.0,0,JVC HA-X570 Dj Pivoting Ear Pieces Headphones,,588
Over-Ear,"May 5, 2010",The Skullcandy Lowrider Headphone in Black & Gold packs a monster 40mm power driver in a super...,0,0.0,0,Skullcandy SC-LOW/BG Lowrider Headphone (Black and Gold),,619
Over-Ear,"May 5, 2010",FLAT Headpones - Black,0,0.0,0,FLAT Headpones,,352
Over-Ear,"May 5, 2010",Sony's MDR-V250V Studio Monitor Series Headphones feature Supra-aural design for excellent...,0,1.0,3.5,Sony MDR-V250V Monitor Series Headphones with In-line Volume Control,,955
Over-Ear,"May 5, 2010","The RP-DJ1200 is designed to fit the needs of the professional DJ, providing excellent sound...",0,1.0,4.5,PANASONIC RP-DJ1200A Foldable DJ Headphones with Swing Arm System and Coil Cord (PANASONIC RPDJ1200A),,1K
Over-Ear,"May 5, 2010","Skullcandy S6SPBZ-EW SK Pro DJ Headphone, Emerald/White",0,0.0,0,"Skullcandy S6SPBZ-EW SK Pro DJ Headphone, (Emerald/White)",,463
Over-Ear,"May 5, 2010",Experience the precision sound of Skullcandy Lowrider Headphones and ride to the beat of your own...,0,0.0,0,"Skullcandy Lowrider Headphones White Print, One Size",,588
Over-Ear,"May 5, 2010","Skullcandy S5LWBZ-LW Lowrider Headphone, Purple/White",0,0.0,0,"Skullcandy S5LWBZ-LW Lowrider Headphone, (Purple/White)",,286
Over-Ear,"May 5, 2010",Arm yourself with the Skullcandy G.I. Stereo Headphones Rasta.  Designed for those who demand the...,0,2.0,1.8,Skullcandy G.I. Stereo Headphones - Rasta,,3K
Over-Ear,"May 5, 2010",The MDR7506 large diaphragm foldable headphones are designed for professional studio and...,0,0.0,0,Sony Pro MDR-7506 Headphones,,1K
Over-Ear,"May 5, 2010","Jam to your favorite tunes from your Bluetooth-enabled MP3 player, cell phone or other audio device...",0,1.0,4,Rocketfish Bluetooth High-Definition Stereo Headphones for Most Bluetooth-Enabled Devices Black RF-MAB2,,1K
Over-Ear,"May 5, 2010","The SR80 utilizes a 4 conductor connecting cable and larger ear cushions, the result of which gives...",0,40.0,4.2,Grado SR80i Headphones,,11K
Over-Ear,"May 5, 2010","Skullcandy S6HEBZ-GB Hesh Headphone, Green/Black",0,0.0,0,"Skullcandy S6HEBZ-GB Hesh Headphone, (Green/Black)",,860
Over-Ear,"May 5, 2010","Skullcandy S6HEBZ-WB Hesh Headphone, White/Black",0,2.0,1.8,"Skullcandy S6HEBZ-WB Hesh Headphone, (White/Black)",,860
Over-Ear,"May 5, 2010",Old school style monitor headphones,0,0.0,0,Panasonic RP-HTX7-RS Ryan Sheckler Signature Headphones,,884
Over-Ear,"May 5, 2010",Skullcandy and Metallica partner to bring the first limited edition headphone and new album release...,0,0.0,0,Skullcandy Metallica Hesh Artist Series Headphone w/ Death Magnetic New Album Download,,771
Over-Ear,"May 5, 2010",The Skullcandy Skullcrushers Subwoofer Headphones make your brain bounce in your head. Get amped...,0,0.0,0,Skullcandy Skullcrusher Stereo Headphones (Abel Money),,687
Over-Ear,"May 5, 2010","Ultra-comfortable for active use, these ergonomic earhook headphones bring fantastic quality music...",0,0.0,0,Philips SHS3200 - Headphones ( over-the-ear ),,514
Over-Ear,"May 5, 2010","When you want to experience savage bass, silky mids and thrilling highs, flip on the Aerial7 Tank...",0,0.0,0,"Aerial7 Tank Headphones Graffiti, One Size",,517
Over-Ear,"May 5, 2010","With hi-fidelity sound and a sleek profile, its no wonder that the Skullcandy Agent Headphones are...",0,0.0,0,"Skullcandy Agent Headphones Black, One Size",,351
Over-Ear,"May 5, 2010","With hi-fidelity sound and a sleek profile, its no wonder that the Skullcandy Agent Headphones are...",0,0.0,0,"Skullcandy Agent Headphones White Print, One Size",,523
Over-Ear,"May 5, 2010","Koss offers you its headset that features High Fidelity Stereo phones, which utilize neodymium rare...",0,2.0,2,Koss UR-20 Home Headphones,,3K
Over-Ear,"May 5, 2010","What does the i stand for in the SR225i from Grado? Improved, that's what! Features are the same as...",0,23.0,3.8,Grado SR225i Headphones,,9K
Over-Ear,"May 5, 2010","Bose around-ear headphones answer the call for smooth, high-performance sound in a very lightweight...",0,8.0,3.1,Bose® Around-Ear Headphones - 41213,,2K
Over-Ear,"May 5, 2010",The Skullcandy Proletariat Noise Canceling Headphones were the winner of the 2006 Design and...,0,0.0,0,Skullcandy SC-NC Proletariat Noise Canceling Headphones,,633
Over-Ear,"May 5, 2010",6 channel Surround headphones with game decoder. Coaxial & Optical Digital Inputs. Six separate...,0,0.0,0,Cyberhome CH-SRD 600R 6-channel Surround Headphones with Game Decoder,,1K
Over-Ear,"May 5, 2010","Skullcandy HF55-SKC06 Hesh Headphone, 50mm speaker  Frequency range: 100 � 18,000 Hz  Impedance: 32...",0,0.0,0,"Skullcandy SC-BHESH07 Hesh Headphone, Black",,563
Over-Ear,"May 5, 2010",This Listening First Stereo Headphone is specifically built for young students with safety as its...,0,0.0,0,Califone First Stereo Headphone Lightweight for Young Children Blue,,275
Over-Ear,"May 5, 2010",Add the Skullcandy Ti DJ style headset to your collection of high-end toys. The Ti is fashioned...,0,0.0,0,Skullcandy Ti Chick Stereo Headphones - Pink,,748
Over-Ear,"May 5, 2010","With 50mm high explosive power drivers, the Skullcandy Hesh will pump sound into your skull with an...",0,0.0,0,Skullcandy Hesh Headphones (Black and Red),,818
Over-Ear,"May 5, 2010",Extreme Isolation Headphones are the only isolation headphones that do not leak sound into...,0,0.0,0,"Direct Sound EX-25 Extreme Isolation Headphones, Black",,414
Over-Ear,"May 5, 2010",Long-lasting headphones with safety features such as recessed wiring to avoid curious little...,0,0.0,0,Global Marketing Partners Califone First Stereo Headphone (2800-RD),,280
Over-Ear,"May 5, 2010",Arm yourself with the G.I. DJ style headphones from Skullcandy. Designed for those who demand the...,0,0.0,0,Skullcandy G.I. Stereo Headphones Desert Camo,,2K
Over-Ear,"May 5, 2010","Skullcandy S6HEBZ-FB Hesh Headphone, Gray/Black",0,0.0,0,"Skullcandy S6HEBZ-FB Hesh Headphone, (Gray/Black)",,333
Over-Ear,"May 5, 2010","What does the i stand for in the new SR325is from Grado? Improved, that`s what! Yes, Grado has...",0,21.0,4.3,Grado SR325is Headphones,,10K
Over-Ear,"May 5, 2010",Direct Sound EX29 Extreme Isolation Headphones were invented by a prominent studio session...,0,0.0,0,Direct Sound EX29 Extreme Isolation Headphones (Black),,704
Over-Ear,"May 5, 2010","Package Contents:ATH-EW9 Adjustable Wooden Clip-on Headphones, 1m extension cord & protective...",0,1.0,3,Audio-Technica ATH-EW9 Lightweight Cherry Wood Clip-on Headphones,,2K
Over-Ear,"May 5, 2010","When you want to experience savage bass, silky mids and thrilling highs, flip on the Aerial7 Tank...",0,1.0,4.5,"Aerial7 Tank Headphones Shade, One Size",,851
Over-Ear,"May 5, 2010",Forget about noise cancellation with these on your head!!! With the Crusher in-line AA battery...,0,2.0,2.5,"Skullcandy Skullcrushers - Headphones ( ear-cup ) - black, checkers",,1K
Over-Ear,"May 5, 2010",Forget about noise cancellation with these on your head !!!  The Skullcrusher's bass amplified...,0,0.0,0,Skullcandy SCS-SC Skullcrusher Subwoofer Stereo Headphones (Green),,487
Over-Ear,"May 5, 2010",Arm yourself with the Skullcandy G.I. Stereo Headphones in Black/Snow Camo.  Designed for those who...,0,1.0,3,Skullcandy SC-GI  G.I. Stereo Headphones (Black/Snow Camo),,1K
Over-Ear,"May 5, 2010",Grado's ability to combine lightness with extreme rigidity and internal damping has been put to...,0,5.0,3.8,Grado SR125i Headphones,,6K
Over-Ear,"May 5, 2010",Sick of those tiny buds killing your ears? Check out the iCon2 Headphonesa new and improved...,0,0.0,0,"Skullcandy Icon 2 Headphones Abel Black, One Size",,462
Over-Ear,"May 5, 2010",The MDR-7509HD is a high-quality stereo headphone for critical and demanding professional...,0,4.0,4.9,Sony MDR7509HD Professional Headphone,,3K
Over-Ear,"May 5, 2010",Blast the few brain cells you have left with the Skullcandy Hesh Headphones. Skullcandy gave these...,0,1.0,0.5,"Skullcandy Hesh Headphones Brown, One Size",,1K
Over-Ear,"May 5, 2010",The Skullcandy Lowrider Headphone in Red packs a monster 40mm power driver in a super small...,0,1.0,2,Skullcandy SC-LOW Lowrider Headphone (Red),,602
Over-Ear,"May 5, 2010",The Skullcandy Skullcrushers Subwoofer Headphones make your brain bounce in your head. Get amped...,0,0.0,0,Skullcandy Skullcrusher Stereo Headphones (CMYK),,537
Over-Ear,"May 5, 2010","""Obviously, informal parties deserve the same kind of professional sound quality as large-scale...",0,2.0,4.3,AKG K81DJ Akg Closed-Back Folding Dj Headphone,,2K
Over-Ear,"May 5, 2010","The Nady DJH-2000 Headphones house huge 54mm drivers to pump ultra-phat bass, rich mids, and crisp...",0,0.0,0,Nady DJH-2000 DJ Headphones,,400
Over-Ear,"May 5, 2010",This Listening First Stereo Headphone is specifically built for young students with safety as its...,0,0.0,0,Califone 2800-YL - Headphones ( ear-cup ) - yellow,,313
Over-Ear,"May 5, 2010",These supreme headphones use Sony exclusive technology - High Definition drivers ¿ that reproduces...,0,1.0,4.5,Sony MDR-V900HD Studio Monitor Type Headphones HD Driver,,2K
Over-Ear,"May 5, 2010","Skullcandy S5LWBZ-GB Lowrider Headphone, Green/Black",0,0.0,0,"Skullcandy S5LWBZ-GB Lowrider Headphone, (Green/Black)",,410
Over-Ear,"May 5, 2010","Whether you're into the deep, boom-bastic bass drops, or the shrieking hair-band mega-solos, the...",0,0.0,0,"WeSC Oboe Headphones Powder Pink, One Size",,330
Over-Ear,"May 5, 2010","Whether you're into the deep, boom-bastic bass drops, or the shrieking hair-band mega-solos, the...",0,0.0,0,"WeSC Oboe Headphones All Black, One Size",,554
Over-Ear,"May 5, 2010",Add the Skullcandy Black Ti Stereo Headphones to your collection of high-end toys!  The Ti is...,0,0.0,0,Skullcandy SC-BTi Ti Stereo Headphones - Black,,482
Over-Ear,"May 5, 2010","The eH 250 closed, dynamic hi-fi stereo headphones have a balanced sound image with a slight...",0,2.0,4,Sennheiser EH-250 Digital DJ Headphones,,3K
Over-Ear,"May 5, 2010",Blast the few brain cells you have left with the Skullcandy Hesh Headphones. Skullcandy gave these...,0,0.0,0,"Skullcandy Hesh Headphones Black/White, One Size",,411
Over-Ear,"May 5, 2010","With 50 mm High Explosive power drivers, the Skullcandy HESH Headphones in Pink will pump sound...",0,0.0,0,Skullcandy SC-PHESH07 Hesh Headphones (Pink),,460
Over-Ear,"May 5, 2010",Slip on Denon's AH-D7000 reference headphones and instantly transport yourself to the world's...,0,20.0,4.6,Denon AH-D7000 - Headphones,,11K
Over-Ear,"May 5, 2010",Arm yourself with the G.I. DJ style headphones from Skullcandy. Designed for those who demand the...,0,0.0,0,Skullcandy G.I. Stereo Headphones (Winter Camo),,827
Over-Ear,"May 5, 2010",The Skullcandy Skullcrushers Subwoofer Headphones make your brain bounce in your head. Get amped...,0,0.0,0,Skullcandy Skullcrusher Stereo Headphones (Black/White),,532
Over-Ear,"May 5, 2010","""Precisely tailored response and cutting-edge design: a must for all audiophiles.  These...",0,6.0,4,AKG K 601 Headphones,,5K
Over-Ear,"May 5, 2010","Bose Around-Ear Headphones answer the call for smooth, high-performance sound in a lightweight...",0,0.0,0,BOSE(R) Triport Headphone - Silver,,757
Over-Ear,"May 5, 2010",Creative HQ-1900 features a stunning design and superior audio reproduction. The Creative HQ-1900...,0,0.0,0,Creative HQ-1900 Headphones (Black),,1K
Over-Ear,"May 5, 2010",Rotating earpieces for easy one-ear monitoringClosed-back dynamic stereo headphones deliver...,0,0.0,0,Audio-Technica ATH-PRO5V,,711
Over-Ear,"May 5, 2010",The UR29 stereophone delivers bass-enhanced high quality sound in a sturdy package suitable for DJs...,0,0.0,0,Koss UR 29 - Headphones ( ear-cup ),,672
Over-Ear,"May 5, 2010",The HPX2000 high-definition Studio & DJ headphones are high-quality headphones for demanding users...,0,0.0,0,Behringer HPX2000 Headphones,,2K
Over-Ear,"May 5, 2010","Not only do the Skullcandy Icon Soft Headphones pump premium sound into your brain, but its fresh...",0,0.0,0,"Skullcandy Icon Soft Headphones Cmyk, One Size",,638
Over-Ear,"May 5, 2010","Not only do the Skullcandy Icon Soft Headphones pump premium sound into your brain, but its fresh...",0,0.0,0,"Skullcandy Icon Soft Headphones Black/Green, One Size",,480
Over-Ear,"May 5, 2010","Bose TriPort headphones answer the call for smooth, high-performance sound in a very lightweight...",0,2.0,1.8,Bose TriPort - Headphones ( ear-cup ) - silver,,1K
Over-Ear,"May 5, 2010",Designed for all-day comfortDiscreet behind-the-ear wearing styleExtended talk time and standby...,0,0.0,0,JABRA BT2020 - Headset ( over-the-ear ) - wireless - Bluetooth 2.0 EDR,,552
Over-Ear,"May 5, 2010","You always say, ""...when we cross that bridge..."" Are you referring metaphorically to consumption,...",0,2.0,1.8,Skull Candy Lowrider Headphones (Black and Silver),,1K
Over-Ear,"May 5, 2010","Urbanears makes headphones that fit your everyday life. With a legacy in functionality, Urbanears...",0,0.0,0,Urbanears Plattan Over Ear Headphones in White,,675
Over-Ear,"May 5, 2010",Fashion meets function with ATH-PRO5 MS camouflage closed-back dynamic stereo monitor headphones;...,0,0.0,0,Audio Technica ATH-PRO5MS,,664
Over-Ear,"May 5, 2010",Panasonic's vision of the digital future is driven by the needs and aspirations of its business...,0,0.0,0,Panasonic RP HT227 - Headphones ( ear-cup ),,1K
Over-Ear,"May 5, 2010",Flexible  expandable listening center for classrooms  learning centers and training facilities....,0,0.0,0,"Califone 1216AV-01 Califone 6-Position Monaural Listening Center with Volume Controls, 2001 Case",,338
Over-Ear,"May 5, 2010",Your personal audio experience begins with Sony's MDR-F1 Full-Open-Air stereo headphones. Featuring...,0,1.0,4.5,Sony MDR-F1 Full-Open-Air Headphones with Impedance Compensator,,3K
Over-Ear,"May 5, 2010",SENNHEISER HD-202 -- These dynamic hi-fi stereo headphones are the ideal partner for DJs and...,0,2.0,4,Sennheiser HD-202 Closed Stereo Headphones,,1K
Over-Ear,"May 5, 2010","This is a Stereo Headphone WITH BASS ENHANCEMENT and 40mm Drivers, soft cushion ear surrounds for...",0,1.0,4,JVC HA-V570 Supra-Aural Headphones,,2K
Over-Ear,"May 5, 2010",The manufacture of the PS1000 housing is a complicated and proprietary process that results in a...,0,6.0,4.8,Grado PS1000 Headphones,,6K
Over-Ear,"May 5, 2010",Urbanears makes your everyday music experience complete. We give you functional quality and...,0,0.0,0,Urbanears Plattan Army Headphones,,543
Over-Ear,"May 5, 2010","Encased in an exceptionally durable machined aluminum housing, the ATH-EM9r clip-on headphones...",0,0.0,0,Lightweight Aluminum Clip-on Headphones,,551
Over-Ear,"May 5, 2010",The SRF-MQ11SILVER is a big innovation in Walkman headphone design. It features individual left and...,0,0.0,0,Sony SRF-MQ11 Walkman Digital Tuning FM Ear Clip Headphone Radio,,887
Over-Ear,"May 5, 2010",The UF-30 Headphones have been specifically designed to work with the iPod and similar portable...,0,0.0,0,Nuforce UF-30 Headphones (Red color),,264
Over-Ear,"May 5, 2010","Featuring handcrafted Mahongany earpieces made using an intricate curing process, Grado has been...",0,9.0,4.3,Grado RS1i Reference Series Headphones,,8K
Over-Ear,"May 5, 2010",RP-21 Stereo Headphones have been designed for tracking and mixing in the recording studio. RP-21...,0,1.0,3.5,Equation RP-21 Stereo Monitor Headphones,,2K
Over-Ear,"May 5, 2010","Designed for home stereo use, the LT-825 delivers the maximum in audio performance, while offering...",0,0.0,0,Labtec Elite 825 Headphones,,811
Over-Ear,"May 5, 2010","Urbanears makes headphones that fit your everyday life. With a legacy in functionality, Urbanears...",0,1.0,1,Urbanears Plattan Over Ear Headphones in Black,,4K
